,index,co-bps,64shot_id0 co-bps,64shot_id1 co-bps,64shot_id2 co-bps,64shot_id3 co-bps,64shot_id4 co-bps,64shot_id5 co-bps,64shot_id6 co-bps,64shot_id7 co-bps,64shot_id8 co-bps,64shot_id9 co-bps,64shot_id10 co-bps,64shot_id11 co-bps,128shot_id0 co-bps,128shot_id1 co-bps,128shot_id2 co-bps,128shot_id3 co-bps,128shot_id4 co-bps,128shot_id5 co-bps,256shot_id0 co-bps,256shot_id1 co-bps,256shot_id2 co-bps,512shot_id0 co-bps,vel R2,fp-bps,dataset,fewshot_learner,path
0,0,0.0939595048565708,0.027526250520854795,0.02395564112598989,0.008885119198744995,0.03919837581274191,0.03468923678633946,-0.005989851349959774,0.026944202290107928,0.02404621508273943,-0.006711842689958695,0.026616147749494317,0.03727493412515099,0.0269962620671042,0.07638582924840212,0.08536932362742594,0.07896180281032918,0.07980589913890955,0.0707956755444802,0.085498976178806,0.11048048860299292,0.10602749599698197,0.10626564274675375,0.12676669741890395,0.12632933905485905,0.004913302522101159,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_4eee2044_30_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_14-52-59/ckpts/mc_rtt_20_lite.contrast.pth"
1,0,0.09748683793255276,0.02076901195017289,0.013466332387930244,-0.007815913888581367,0.03174393074372622,0.027242301618092643,-0.016534595343230554,0.01771110138499821,0.012711918763564943,-0.01875579868056278,0.019518319144674022,0.030168614563077966,0.016399818357238055,0.07098359230439487,0.07944012887831428,0.07528812101512031,0.07463788188044887,0.06613817492893045,0.08046664887496591,0.10775044788741278,0.10384801294490476,0.10333797269679229,0.12451133340589714,0.1302074081841505,-0.009003507098574781,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_4eee2044_30_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_14-52-59/ckpts/mc_rtt_20_lite.contrast.lve.pth"
2,0,0.0939595048565708,0.027526250520854795,0.02395564112598989,0.008885119198744995,0.03919837581274191,0.03468923678633946,-0.005989851349959774,0.026944202290107928,0.02404621508273943,-0.006711842689958695,0.026616147749494317,0.03727493412515099,0.0269962620671042,0.07638582924840212,0.08536932362742594,0.07896180281032918,0.07980589913890955,0.0707956755444802,0.085498976178806,0.11048048860299292,0.10602749599698197,0.10626564274675375,0.12676669741890395,0.12632933905485905,0.004913302522101159,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_4eee2044_30_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_14-52-59/ckpts/mc_rtt_20_lite.contrast.lfve.pth"
3,0,0.09748683793255276,0.02076901195017289,0.013466332387930244,-0.007815913888581367,0.03174393074372622,0.027242301618092643,-0.016534595343230554,0.01771110138499821,0.012711918763564943,-0.01875579868056278,0.019518319144674022,0.030168614563077966,0.016399818357238055,0.07098359230439487,0.07944012887831428,0.07528812101512031,0.07463788188044887,0.06613817492893045,0.08046664887496591,0.10775044788741278,0.10384801294490476,0.10333797269679229,0.12451133340589714,0.1302074081841505,-0.009003507098574781,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_4eee2044_30_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_14-52-59/ckpts/mc_rtt_20_lite.contrast.cobps.pth"
4,0,0.06224973948758425,-0.03429941951145817,-0.07593428287981473,-0.043323291789932696,-0.045841684872555286,-0.01844044603627322,-0.05903335164784531,-0.06808716654205117,-0.03909111966938013,-0.08994158142208464,-0.010858639001858558,-0.006763932661500037,-0.02063644663380392,0.04900268494789167,0.010913542053093505,0.0575902313768995,0.054893824750577865,0.05482198087101442,0.06575775915036106,0.08147825728207442,0.09671242857004005,0.10041227199280127,0.11773838726487783,-1.634219566766566,0.013137269444070013,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_896c1a4e_16_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_14-33-09/ckpts/mc_rtt_20_lite.contrast.pth"
5,0,0.07679838131275914,-0.062465244494724195,-0.059092171050422734,-0.07154056949339849,-0.037717695081971286,-0.020934185604733677,-0.08730416163090127,-0.12501532195814685,-0.043134819852073944,-0.11065836583917094,-0.03923269024732515,-0.023925714712925403,-0.054241771069813746,0.046083838505813074,0.025073440630894648,0.04993849072015727,0.05334473585655797,0.04480366017847435,0.058548683966302466,0.08933413546082318,0.09512207324416587,0.09608510189116362,0.1214774458496014,-0.1436987934762735,-0.002669272477770168,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_896c1a4e_16_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_14-33-09/ckpts/mc_rtt_20_lite.contrast.lve.pth"
6,0,0.06224973948758425,-0.03429941951145817,-0.07593428287981473,-0.043323291789932696,-0.045841684872555286,-0.01844044603627322,-0.05903335164784531,-0.06808716654205117,-0.03909111966938013,-0.08994158142208464,-0.010858639001858558,-0.006763932661500037,-0.02063644663380392,0.04900268494789167,0.010913542053093505,0.0575902313768995,0.054893824750577865,0.05482198087101442,0.06575775915036106,0.08147825728207442,0.09671242857004005,0.10041227199280127,0.11773838726487783,-1.634219566766566,0.013137269444070013,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_896c1a4e_16_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_14-33-09/ckpts/mc_rtt_20_lite.contrast.lfve.pth"
7,0,0.07679838131275914,-0.062465244494724195,-0.059092171050422734,-0.07154056949339849,-0.037717695081971286,-0.020934185604733677,-0.08730416163090127,-0.12501532195814685,-0.043134819852073944,-0.11065836583917094,-0.03923269024732515,-0.023925714712925403,-0.054241771069813746,0.046083838505813074,0.025073440630894648,0.04993849072015727,0.05334473585655797,0.04480366017847435,0.058548683966302466,0.08933413546082318,0.09512207324416587,0.09608510189116362,0.1214774458496014,-0.1436987934762735,-0.002669272477770168,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_896c1a4e_16_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_14-33-09/ckpts/mc_rtt_20_lite.contrast.cobps.pth"
8,0,0.1486098874069774,0.02209912913771459,0.041751181320365,0.007153744240349293,0.03921765494893188,0.04613331362413113,-0.02138794143182487,0.02112054659498816,0.028899966630244595,-0.017187648030323913,0.03513007993266879,0.035857978431383455,0.020024082122783553,0.09945338913601999,0.10470179311094649,0.10759507556498843,0.10850224125720893,0.09347236431908171,0.1028948147770662,0.13796994606771432,0.14230497093934827,0.13730096937368336,0.162253199334162,0.31081186362822255,0.08773255407725226,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_c8dd96a4_63_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_15-39-21/ckpts/mc_rtt_20_lite.contrast.pth"
9,0,0.16000909634144736,0.017779670805085614,0.032020806156606935,0.002010639372683331,0.03740005620824444,0.04311623763923534,-0.009178902778400262,0.018949756265071865,0.026299498164518428,-0.01889907752879973,0.03252704286294993,0.032627610248493616,0.012870695273974211,0.09825415041082665,0.10727372400852639,0.10996167216075992,0.1113396564820437,0.09683277131512846,0.1015295657304142,0.1426462273837802,0.14749602628528563,0.1416172968771806,0.1684300366005537,0.3490160042889767,0.09427650487319975,mc_rtt_20_split,sklearn_parallel,"ray_results/mc_rtt_20_lite/mc_rtt_20_lite/tuneNDT_c8dd96a4_63_CHECKPOINT_DIR=._ckpts_mc_rtt_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_rtt_20_full.h5,D_2025-05-22_15-39-21/ckpts/mc_rtt_20_lite.contrast.lve.pth"
