,index,co-bps,64shot_id0 co-bps,64shot_id1 co-bps,64shot_id2 co-bps,64shot_id3 co-bps,64shot_id4 co-bps,64shot_id5 co-bps,64shot_id6 co-bps,64shot_id7 co-bps,64shot_id8 co-bps,64shot_id9 co-bps,64shot_id10 co-bps,64shot_id11 co-bps,64shot_id12 co-bps,64shot_id13 co-bps,64shot_id14 co-bps,64shot_id15 co-bps,64shot_id16 co-bps,64shot_id17 co-bps,64shot_id18 co-bps,64shot_id19 co-bps,64shot_id20 co-bps,64shot_id21 co-bps,64shot_id22 co-bps,64shot_id23 co-bps,64shot_id24 co-bps,64shot_id25 co-bps,128shot_id0 co-bps,128shot_id1 co-bps,128shot_id2 co-bps,128shot_id3 co-bps,128shot_id4 co-bps,128shot_id5 co-bps,128shot_id6 co-bps,128shot_id7 co-bps,128shot_id8 co-bps,128shot_id9 co-bps,128shot_id10 co-bps,128shot_id11 co-bps,128shot_id12 co-bps,256shot_id0 co-bps,256shot_id1 co-bps,256shot_id2 co-bps,256shot_id3 co-bps,256shot_id4 co-bps,256shot_id5 co-bps,512shot_id0 co-bps,512shot_id1 co-bps,512shot_id2 co-bps,1024shot_id0 co-bps,vel R2,psth R2,fp-bps,dataset,fewshot_learner,path
0,0,-0.06518425809435632,0.051627050289683646,0.04618652647220484,0.048264738610667095,0.0415624780241518,0.04945062228833154,0.049671309888667324,0.018631239943500362,0.052237313458429566,0.031149711578418435,0.053995392728476005,0.04238871489639566,0.05123466563901283,0.05032602099126624,0.049294816157920016,0.04754672453111108,0.05410064523738096,0.05150766960033238,0.05133117740021128,0.04335034186466268,0.04623057565230752,0.04196462287546938,0.04196202076717697,0.05308004147414973,0.05036165936491217,0.04563357674571682,0.05027063904401265,0.06206908238635936,0.06515024394026063,0.06657550151767383,0.06663054825973061,0.06360647182433904,0.06780940669327648,0.06629940307638345,0.0654000766680972,0.06853291027272987,0.0639104921432789,0.06319198654041902,0.06925490163121824,0.06244047637491706,0.0732407453527873,0.07429781318794575,0.07427462442331224,0.0740177732898892,0.07421666447196286,0.07506888564512913,0.07796447653542751,0.07742992531309577,0.07778729539618857,0.07937747276073646,0.2566759759296533,-0.1071880847936407,-0.01743275588706218,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_54447a36_83_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_22-53-37/ckpts/mc_maze_20_lite.contrast.lve.pth"
1,0,-0.021625168279710547,0.049359176708734555,0.03837432465222345,0.03920652420346006,0.04503384835595558,0.04432936443220747,0.0450471696153914,0.04837722709558921,0.046493443219745384,0.031531420671045515,0.049027829006024884,0.038163910650008216,0.04532565260219085,0.04618240811639062,0.04312854408404051,0.045013590198166524,0.04865808112040575,0.04825578939087066,0.04616844304090517,0.03959887560384201,0.04321857271186301,0.04193363508717744,0.04288641742962971,0.0469381150850665,0.04872946253401132,0.042619455897069114,0.043575949194118016,0.06239642130901446,0.06341966947735228,0.06571835566621106,0.06759141461301102,0.06320378286081446,0.06556303285770321,0.06432936418839748,0.06566375327929992,0.06688693568326805,0.06267934528861115,0.0654322124827621,0.0685596489097742,0.061592028627956194,0.07454513716526832,0.07623991836334927,0.07447459162975362,0.07465235622490761,0.07519869391283748,0.07767856301440865,0.08067671293326162,0.07907951120079498,0.0806697579156059,0.08233476646165307,0.10474971852333304,-0.061811848318829424,-0.013751535728990266,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_54447a36_83_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_22-53-37/ckpts/mc_maze_20_lite.contrast.lfve.pth"
2,0,-0.07429974582767755,0.04868704283980872,0.042164058255585446,0.04231870481778515,0.0316787447250655,0.04329401328143466,0.04481205410596199,0.04149196352256967,0.04783695184587633,0.0258596783824097,0.0486410624102168,0.03633198921161305,0.047229768122038794,0.04516407356857131,0.045861618101415244,0.0448569245656369,0.05026603656229366,0.045248055824103045,0.04596397135820145,0.0391226785110168,0.03826717045902468,0.03793416673300709,0.03906209650652089,0.047494991882274726,0.04656359726097815,0.03993725620838995,0.04720728086726437,0.05845029568860368,0.059120361956388874,0.06296191318998169,0.061143016903350646,0.05948652807810773,0.06334856428174523,0.06188185335183756,0.062726583320759,0.06463291963263022,0.058062722257139175,0.05947372007251413,0.06444136861128105,0.05928358915288013,0.06908304662521703,0.07067071728393483,0.07015522471699433,0.0697563849384693,0.06953562263919728,0.07080219336965136,0.07381160059538636,0.07336631476148046,0.07328020713457366,0.07509523231001125,0.24357172750485495,-0.11343671011484288,-0.024994655361036778,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_54447a36_83_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_22-53-37/ckpts/mc_maze_20_lite.contrast.pth"
3,0,-0.017977883310625834,0.042254590107749755,0.02880619388161696,0.03273475116579608,0.036408619345485074,0.03735110737350853,0.039749251515744495,0.04250274057760714,0.03715621270426715,0.028661673334075585,0.04061519727520888,0.0322623643791033,0.03554039130159456,0.03594370992612629,0.03196851243701438,0.03673743992899367,0.04092016371977907,0.041163763885135644,0.03969406564009542,0.031199109964889414,0.03404338503996016,0.0328455620130004,0.03568640206395435,0.0396791447452974,0.04052878175967419,0.03341821155165104,0.036431597144759596,0.056485121799117737,0.05862566571638066,0.061385300730440885,0.062026565021920936,0.058297506565020196,0.059793369510672115,0.05789919477427738,0.06026718922947399,0.06116195227338128,0.0567518433160102,0.059976072796928924,0.06339696463681718,0.055814224201127166,0.07044519016467934,0.07219574243173665,0.07070778723038873,0.07011467331577799,0.07073127164652887,0.07342306912901027,0.07695426021731813,0.07614259506797673,0.07693593244188637,0.07915172910098434,0.2634417132595441,-0.06490178743883354,-0.01805978321265933,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_54447a36_83_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_22-53-37/ckpts/mc_maze_20_lite.contrast.cobps.pth"
4,0,0.29758691414624094,0.018414541821675158,-0.011208817974521413,0.001206901135934988,-0.016447500318203648,-0.016722676838502152,0.02996065049278378,-0.0042264031881550776,0.02005957094504285,-0.02000477267077247,0.016724985127467788,-0.009240126882643319,0.0191540610095644,0.011533447235264527,0.009957324912049348,0.008265374034398363,0.015348587611782337,0.034796511610670405,0.0031154035255010785,-0.007602274921646001,0.017302488769398754,-0.005748057382343192,-0.02804526881256256,0.0029437364099965603,0.013417813288494208,0.0020423039472946725,0.007163883746397193,0.1790008373856341,0.17393568431276912,0.17820650688131187,0.18172515977996265,0.18572737950021914,0.1836848478220413,0.18576907689608937,0.18272946392857847,0.18857521311297132,0.18355600794589347,0.1803508174137598,0.18441531823558388,0.18717426740871895,0.2583682058997928,0.2607729181609431,0.2626665855423937,0.2610329588995228,0.2624745737007037,0.2573270078796024,0.2965145641411086,0.2994102290504849,0.2972061968433353,0.31524613101531274,0.8211220149512387,0.5386298830042799,0.21513342058185916,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_eef2676c_41_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_19-37-31/ckpts/mc_maze_20_lite.contrast.lve.pth"
5,0,0.3289920953457527,-0.06704531493219572,-0.13037736059756197,-0.08770432341584573,-0.09783236680655813,-0.1202334973767148,-0.03667823140437711,-0.08233126985205749,-0.07555358030911445,-0.08421482589063559,-0.062337850692772485,-0.12428538737460118,-0.065839083086857,-0.06655688356857095,-0.06946653093734866,-0.06759334860034522,-0.0681485206434762,-0.0557682673687783,-0.10061678008705392,-0.0969932946776909,-0.08160796887506763,-0.10090479541730815,-0.12037727960113653,-0.08428984580765081,-0.0732288003441636,-0.07903824857635566,-0.08859957305767022,0.15785002266192244,0.15597366662370962,0.15858768324873518,0.16106903616861307,0.16845722006206962,0.1590469875039495,0.1614034402845609,0.16500342288705774,0.16798380536497728,0.15750352014908334,0.15903660784821597,0.16441467514377858,0.16345183359375937,0.26245984586611804,0.2622752146138165,0.2655327199688124,0.2633110560656917,0.2648641089361658,0.26245998311583174,0.30983890588575125,0.31178282139392366,0.3102503741104727,0.33341783057348207,0.8510102526746,0.607935911494561,0.23294707498967912,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_eef2676c_41_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_19-37-31/ckpts/mc_maze_20_lite.contrast.lfve.pth"
6,0,0.27900887069996616,0.05298538696089547,0.015552056012044436,0.03885602939749473,0.029611328615518167,0.01837397398799487,0.05654086210097395,0.052418005318973344,0.0520132128456112,0.012765370480500311,0.04837981522811815,0.02699153408261941,0.03873778810249201,0.03789968471117356,0.048241571423581694,0.03929797055578039,0.048457321513841065,0.06164931781819652,0.04551983036393583,0.021326741450885558,0.04955755830744833,0.016635169931677282,0.009297249956920179,0.036631786204691257,0.04673834693023436,0.04388123834187043,0.045373218226048215,0.17941215752961992,0.18031176297999033,0.18090348816891835,0.1851595205470486,0.18879917643596789,0.17896364066763665,0.1795618706175505,0.18374102667043096,0.1888900316431029,0.18234889828150544,0.17777536521768986,0.18614613618738945,0.19372026271579681,0.24712231480273783,0.24989284662051647,0.24962218395405272,0.24736288634543194,0.24989480564522637,0.24737121667958242,0.2808430486451412,0.2809184952398946,0.2819689525884671,0.296399967093349,0.7830340912880074,0.5018913251738731,0.20839576078949976,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_eef2676c_41_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_19-37-31/ckpts/mc_maze_20_lite.contrast.pth"
7,0,0.3347656314791248,-0.05319904239288316,-0.10367307304251096,-0.08772146616099309,-0.09113925240918712,-0.10452557155780595,-0.031741026967573374,-0.08277509074832004,-0.06776245905649626,-0.07993645796257477,-0.05012028499206956,-0.11017717234906864,-0.056567829253206775,-0.03969866682276941,-0.055059924769513324,-0.05451864121305039,-0.04313818056752653,-0.04903559398860907,-0.08168404758149934,-0.08761706063780554,-0.07777561960127218,-0.10070065114234147,-0.09252197650000506,-0.07784523154287236,-0.06271483208482813,-0.07386250716444688,-0.07472378583555103,0.16018588197929193,0.1565842789552017,0.16327045448519545,0.16905002114366224,0.16862847538629508,0.16239446664353197,0.16931242403834046,0.17135774978973015,0.17372176169559314,0.1595894646139171,0.16581143675001153,0.16814269906841134,0.16558437303645288,0.2605612241789219,0.26383385111058727,0.26531496829278156,0.26679357863095166,0.267734245054887,0.2617033328622324,0.308045521312057,0.31174027679308614,0.31001884665055873,0.3314039348789961,0.8452833378075426,0.5870028034335802,0.2375380247383272,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_eef2676c_41_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_19-37-31/ckpts/mc_maze_20_lite.contrast.cobps.pth"
8,0,0.3356072984477514,-0.0358663778297947,-0.04661166237314251,-0.05943393348691793,-0.07630367779243809,-0.09329632144779053,-0.03495217212153482,-0.04073025148855829,-0.042725094799409724,-0.053102956148913014,-0.04648768534942748,-0.09481108410259442,-0.05807072954045877,-0.043614016532822764,-0.030737882418041786,-0.04298088095584639,-0.0482023168732581,-0.03876882523465809,-0.03533302379087153,-0.062191377991356434,-0.05002091723743087,-0.08225087728777407,-0.07993846624700733,-0.06563563926319282,-0.03709767874982024,-0.06326381201934206,-0.05420591048803555,0.172088882207716,0.16042411075852955,0.16573483678273787,0.17605725859860957,0.1779737281235752,0.1592135094650077,0.17564366001148063,0.170099893883331,0.17480387269092532,0.17174508179378353,0.16659940221006633,0.17492205595909907,0.16817968562980706,0.2653100131586449,0.26459222127937326,0.2663614218834286,0.2681716519729487,0.2688396935618617,0.26709567454610267,0.3093778633181787,0.3122779380626116,0.31275143894540863,0.3320715259917597,0.8667039110642734,0.6307582386918256,0.23559490671258296,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_5b015be2_97_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_23-58-14/ckpts/mc_maze_20_lite.contrast.lve.pth"
9,0,0.3425048157533852,-0.06298128596247918,-0.06794364463714475,-0.09043359164789772,-0.10594145179940201,-0.1336757140830832,-0.04869183676150913,-0.05228986857139307,-0.07152093049218934,-0.07870625909981478,-0.06690660376884819,-0.13795642367963218,-0.06647723410672893,-0.053922530225891135,-0.06971869332406086,-0.05336641903638271,-0.06826470445352313,-0.05120654218251604,-0.043735060805429944,-0.09779449028314802,-0.0775402067991732,-0.09964472000718054,-0.09847453156308475,-0.06973067089203801,-0.06172841375909354,-0.09071628693582637,-0.08574584481366028,0.16188010232575953,0.15299363037588082,0.16383720332708376,0.16475002377684192,0.16905011799468617,0.14694298212990062,0.16822744106365023,0.17221660771947567,0.17512669737430236,0.15918533755418318,0.1575767443684404,0.16904474294051508,0.15871643875597718,0.26527836370604657,0.2637958042431673,0.2637924664480718,0.2687715154437382,0.2679473912912629,0.2652486513254364,0.31129076229913577,0.3122979293675271,0.3124289756939967,0.33346762422939247,0.8693392940398439,0.6404828952646123,0.23924971165233352,mc_maze_20_split,sklearn_parallel,"ray_results/mc_maze_20_lite/mc_maze_20_lite/tuneNDT_5b015be2_97_CHECKPOINT_DIR=._ckpts_mc_maze_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=mc_maze_20_full.h5_2024-05-06_23-58-14/ckpts/mc_maze_20_lite.contrast.lfve.pth"
