,index,co-bps,64shot_id0 co-bps,64shot_id1 co-bps,64shot_id2 co-bps,64shot_id3 co-bps,64shot_id4 co-bps,64shot_id5 co-bps,64shot_id6 co-bps,64shot_id7 co-bps,64shot_id8 co-bps,64shot_id9 co-bps,64shot_id10 co-bps,128shot_id0 co-bps,128shot_id1 co-bps,128shot_id2 co-bps,128shot_id3 co-bps,128shot_id4 co-bps,256shot_id0 co-bps,256shot_id1 co-bps,512shot_id0 co-bps,tp corr,psth R2,fp-bps,dataset,fewshot_learner,path
0,0,0.15089947065868167,-0.33839538880925424,-1.118547291335237,-0.09818005083856748,-0.022945930559010404,0.0702840224298926,0.0338868679540879,-0.050793582904017226,-0.03764679779272652,0.06638179729282133,0.059212243142874196,-0.18147262406735015,-0.039446221237619386,0.06649318403457233,0.11445901103269716,0.06703229686235769,0.08892835913058442,0.09360124107790056,0.14217621060829658,0.15316872330474823,-0.4925723268003871,0.4938295548112458,0.11431124814825178,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_7338221e_66_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full._2025-06-03_12-45-14/ckpts/dmfc_rsg_20_lite.contrast.pth"
1,0,0.15416603485320957,-0.28093603058345734,-4.384009682800836,-0.0781909667221616,-0.040105901294741064,-0.02716358795803563,0.026960732264065375,-0.10471032805164483,-0.1267715173785375,0.025465976830322784,-0.014467029005427842,0.04331394177385469,-0.2382484775849046,0.05650970624678212,0.10276056108271418,0.03827616485974046,0.05619223504534675,0.09415895246363686,0.14284662931869715,0.15382688465723174,-0.5418642110413656,0.5265711105443247,0.11201762584036899,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_7338221e_66_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full._2025-06-03_12-45-14/ckpts/dmfc_rsg_20_lite.contrast.lfve.pth"
2,0,0.1572475378087064,-0.2423429820979432,-1.1170099573103052,-0.13768721213935078,-0.04697721601190234,0.006672733456478459,0.0077302006470280375,-0.07909712649471322,0.003822790214784313,0.029423732653433968,0.06043585651325962,0.03754616805991107,-0.10959510265359557,0.05991519149932788,0.10832178159719782,0.07589821516725986,0.11447459908983047,0.09866757152557327,0.14434458779173756,0.1562396569421051,-0.4941963313512122,0.5368510592656743,0.11887311973445575,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_7338221e_66_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full._2025-06-03_12-45-14/ckpts/dmfc_rsg_20_lite.contrast.cobps.pth"
3,0,0.1572475378087064,-0.2423429820979432,-1.1170099573103052,-0.13768721213935078,-0.04697721601190234,0.006672733456478459,0.0077302006470280375,-0.07909712649471322,0.003822790214784313,0.029423732653433968,0.06043585651325962,0.03754616805991107,-0.10959510265359557,0.05991519149932788,0.10832178159719782,0.07589821516725986,0.11447459908983047,0.09866757152557327,0.14434458779173756,0.1562396569421051,-0.4941963313512122,0.5368510592656743,0.11887311973445575,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_7338221e_66_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full._2025-06-03_12-45-14/ckpts/dmfc_rsg_20_lite.contrast.lve.pth"
4,0,0.14116301972860743,-0.1679727142900182,-0.5007283575739664,-0.21224361891561433,-0.013546004577819801,0.07028670514915454,0.07459397650721382,-0.054297412432269265,-0.11672504494003035,-0.04435925053757206,0.019779130908552628,-0.165050269335479,-0.11020590077737948,0.0506778231939384,0.10540897648725672,0.014046966848214366,0.06516864800966451,0.1001853071359984,0.14140018496032677,0.14997458464219637,-0.5307897848405011,0.42257086278711037,0.0739730941160249,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_5c5ac292_113_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full_2025-06-03_14-17-39/ckpts/dmfc_rsg_20_lite.contrast.pth"
5,0,0.14271872412175304,-0.14614433888580888,-0.510123179904592,-0.15239867902904453,-0.07559603955661633,0.059164128312912005,0.057794100885627586,-0.023040661290278153,0.0602414673222052,-0.09050964999858782,0.06245931633808351,-0.008904232872561209,-0.09645394917398253,0.007738833270202392,0.10335121260577608,0.08806813940097881,0.07831520242378541,0.07577349893389235,0.13672899634399285,0.14848782698253188,-0.47062957124229765,0.4660870658209511,0.07336909715051486,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_5c5ac292_113_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full_2025-06-03_14-17-39/ckpts/dmfc_rsg_20_lite.contrast.lfve.pth"
6,0,0.14116301972860743,-0.1679727142900182,-0.5007283575739664,-0.21224361891561433,-0.013546004577819801,0.07028670514915454,0.07459397650721382,-0.054297412432269265,-0.11672504494003035,-0.04435925053757206,0.019779130908552628,-0.165050269335479,-0.11020590077737948,0.0506778231939384,0.10540897648725672,0.014046966848214366,0.06516864800966451,0.1001853071359984,0.14140018496032677,0.14997458464219637,-0.5307897848405011,0.42257086278711037,0.0739730941160249,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_5c5ac292_113_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full_2025-06-03_14-17-39/ckpts/dmfc_rsg_20_lite.contrast.cobps.pth"
7,0,0.14116301972860743,-0.1679727142900182,-0.5007283575739664,-0.21224361891561433,-0.013546004577819801,0.07028670514915454,0.07459397650721382,-0.054297412432269265,-0.11672504494003035,-0.04435925053757206,0.019779130908552628,-0.165050269335479,-0.11020590077737948,0.0506778231939384,0.10540897648725672,0.014046966848214366,0.06516864800966451,0.1001853071359984,0.14140018496032677,0.14997458464219637,-0.5307897848405011,0.42257086278711037,0.0739730941160249,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_5c5ac292_113_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full_2025-06-03_14-17-39/ckpts/dmfc_rsg_20_lite.contrast.lve.pth"
8,0,0.14193270537442482,-0.11869023063351777,-0.6921333048499401,-0.03950269032007947,0.03920374037872292,0.08483079807432557,0.08615889887505729,0.05082367373786929,0.056095729275538235,0.07438252133860168,0.07126557439769153,0.03299708914042249,-0.1461149590125564,0.08183473890902251,0.12216744545098374,0.09923244805396052,0.10904169583753953,0.1098269437006675,0.13404879828438876,0.13706425594596064,-0.5100247719752199,0.40899329203369167,0.07358265583159877,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_65dfeec8_60_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full._2025-06-03_12-30-33/ckpts/dmfc_rsg_20_lite.contrast.pth"
9,0,0.14188025684581093,-0.11983107700621584,-0.450718750346238,-0.06772618727609132,0.04800828659189613,0.09018819426778374,0.08860396249988055,0.06702429816527054,0.038553609012047275,0.06376439155677788,0.08201254564190141,0.054067903453045234,-0.15164682526515227,0.08498250175446068,0.12358571246503139,0.10546608440961848,0.11309270359146406,0.1140393816973558,0.13410225584344898,0.1377855191988523,-0.5085074156017196,0.3490287126908495,0.0596235307417398,dmfc_rsg_20_split,sklearn_parallel,"ray_results/dmfc_rsg_20_lite/dmfc_rsg_20_lite/tuneNDT_65dfeec8_60_CHECKPOINT_DIR=._ckpts_dmfc_rsg_20_,DATA.DATAPATH=_home_kabird_datasets_,DATA.TRAIN_FILENAME=dmfc_rsg_20_full._2025-06-03_12-30-33/ckpts/dmfc_rsg_20_lite.contrast.lfve.pth"
